alert_id,alert_no,station,sensor,sensor_type,alert_type,fault_type,lsl,alert_value,hsl,start_time,end_time,duration,status,timelapse,date,remarks,acknowledge
385,A_op_50_fan running status on off_2023-01-18 12:35:14.161,op_50,fan running status on off,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:35:14.161, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
386,A_op_50_fan running status on off_2023-01-18 12:35:14.161,op_50,fan running status on off,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:35:14.161, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
387,A_op_50_fan running status on off_2023-01-18 12:35:14.161,op_50,fan running status on off,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:35:14.161, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
388,A_op_50_fan running status on off_2023-01-18 12:35:14.161,op_50,fan running status on off,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:35:14.161, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
389,A_op_50_fan running status on off_2023-01-18 12:35:17.173,op_50,fan running status on off,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:35:17.173, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
390,A_op_50_fan running status on off_2023-01-18 12:35:17.173,op_50,fan running status on off,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:35:17.173, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
391,A_op_50_fan running status on off_2023-01-18 12:35:17.173,op_50,fan running status on off,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:35:17.173, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
392,A_op_50_fan running status on off_2023-01-18 12:35:17.174,op_50,fan running status on off,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:35:17.174, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
393,A_op_50_fan running status on off_2023-01-18 12:35:17.174,op_50,fan running status on off,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:35:17.174, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
394,A_op_50_motor running torque_2023-01-18 12:35:50.292,op_50,motor running torque,servo motors,Low limit,Instant,10,0,20,2023-01-18 12:35:50.292, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
395,A_op_40_motor running torque_2023-01-18 12:35:38.197,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:35:38.197, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
396,A_op_40_motor running torque_2023-01-18 12:35:38.197,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:38.197, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
397,A_op_40_motor running torque_2023-01-18 12:35:38.198,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:38.198, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
398,A_op_40_motor running torque_2023-01-18 12:35:38.198,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:38.198, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
399,A_op_40_motor running torque_2023-01-18 12:35:38.198,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:38.198, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
400,A_op_40_motor running torque_2023-01-18 12:35:41.291,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:41.291, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
401,A_op_40_motor running torque_2023-01-18 12:35:41.291,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:41.291, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
402,A_op_40_motor running torque_2023-01-18 12:35:41.291,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:41.291, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
403,A_op_40_motor running torque_2023-01-18 12:35:41.292,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:41.292, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
404,A_op_40_motor running torque_2023-01-18 12:35:41.292,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:41.292, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
405,A_op_40_motor running torque_2023-01-18 12:35:44.271,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:35:44.271, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
406,A_op_40_motor running torque_2023-01-18 12:35:44.271,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:44.271, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
407,A_op_40_motor running torque_2023-01-18 12:35:44.272,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:44.272, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
408,A_op_40_motor running torque_2023-01-18 12:35:44.272,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:44.272, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
409,A_op_40_motor running torque_2023-01-18 12:35:44.272,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:44.272, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
410,A_op_40_motor running torque_2023-01-18 12:35:47.282,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:47.282, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
411,A_op_40_motor running torque_2023-01-18 12:35:47.282,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:47.282, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
412,A_op_40_motor running torque_2023-01-18 12:35:47.282,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:47.282, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
413,A_op_40_motor running torque_2023-01-18 12:35:47.283,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:47.283, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
414,A_op_40_motor running torque_2023-01-18 12:35:47.283,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:47.283, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
415,A_op_40_motor running torque_2023-01-18 12:35:50.292,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:50.292, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
416,A_op_40_motor running torque_2023-01-18 12:35:50.292,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:50.292, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
417,A_op_40_motor running torque_2023-01-18 12:35:50.292,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:50.292, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
418,A_op_40_motor running torque_2023-01-18 12:35:50.293,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:50.293, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
419,A_op_40_motor running torque_2023-01-18 12:35:50.293,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:50.293, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
420,A_op_40_motor running torque_2023-01-18 12:35:53.285,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:35:53.285, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
421,A_op_40_motor running torque_2023-01-18 12:35:53.286,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:53.286, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
422,A_op_40_motor running torque_2023-01-18 12:35:53.286,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:53.286, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
423,A_op_40_motor running torque_2023-01-18 12:35:53.286,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:53.286, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
424,A_op_40_motor running torque_2023-01-18 12:35:53.286,op_40,motor running torque,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:35:53.286, , ,Active,19 Hr 22 Min 19,2023-01-18, , 
431,A_op_50_motor running torque_2023-01-18 12:36:50.618,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:36:50.618, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
432,A_op_50_motor running torque_2023-01-18 12:36:50.619,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:50.619, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
433,A_op_50_motor running torque_2023-01-18 12:36:50.619,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:50.619, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
434,A_op_50_motor running torque_2023-01-18 12:36:50.619,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:50.619, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
435,A_op_50_motor running torque_2023-01-18 12:36:50.619,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:50.619, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
436,A_op_50_motor running torque_2023-01-18 12:36:53.630,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:36:53.630, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
437,A_op_50_motor running torque_2023-01-18 12:36:53.631,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:53.631, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
438,A_op_50_motor running torque_2023-01-18 12:36:53.631,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:53.631, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
439,A_op_50_motor running torque_2023-01-18 12:36:53.631,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:53.631, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
440,A_op_50_motor running torque_2023-01-18 12:36:53.632,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:53.632, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
441,A_op_50_motor running torque_2023-01-18 12:36:56.639,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:36:56.639, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
442,A_op_50_motor running torque_2023-01-18 12:36:56.639,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:56.639, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
443,A_op_50_motor running torque_2023-01-18 12:36:56.639,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:56.639, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
445,A_op_50_motor running torque_2023-01-18 12:36:56.639,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:56.639, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
446,A_op_50_motor running torque_2023-01-18 12:36:56.640,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:56.640, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
447,A_op_50_motor running torque_2023-01-18 12:36:59.898,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:36:59.898, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
448,A_op_50_motor running torque_2023-01-18 12:36:59.898,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:59.898, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
449,A_op_50_motor running torque_2023-01-18 12:36:59.899,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:59.899, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
450,A_op_50_motor running torque_2023-01-18 12:36:59.899,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:59.899, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
451,A_op_50_motor running torque_2023-01-18 12:36:59.899,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:36:59.899, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
452,A_op_50_motor running torque_2023-01-18 12:37:03.056,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:37:03.056, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
453,A_op_50_motor running torque_2023-01-18 12:37:03.057,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:03.057, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
454,A_op_50_motor running torque_2023-01-18 12:37:03.057,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:03.057, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
455,A_op_50_motor running torque_2023-01-18 12:37:03.057,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:03.057, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
456,A_op_50_motor running torque_2023-01-18 12:37:03.057,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:03.057, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
457,A_op_50_motor running torque_2023-01-18 12:37:05.860,op_50,motor running torque,servo motors,Low limit,One minute,10,1,20,2023-01-18 12:37:05.860, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
458,A_op_50_motor running torque_2023-01-18 12:37:05.860,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:05.860, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
459,A_op_50_motor running torque_2023-01-18 12:37:05.860,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:05.860, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
460,A_op_50_motor running torque_2023-01-18 12:37:05.861,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:05.861, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
461,A_op_50_motor running torque_2023-01-18 12:37:05.861,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:05.861, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
462,A_op_50_motor running torque_2023-01-18 12:37:09.236,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:09.236, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
463,A_op_50_motor running torque_2023-01-18 12:37:09.236,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:09.236, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
464,A_op_50_motor running torque_2023-01-18 12:37:09.237,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:09.237, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
465,A_op_50_motor running torque_2023-01-18 12:37:09.237,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:09.237, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
466,A_op_50_motor running torque_2023-01-18 12:37:09.237,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:09.237, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
467,A_op_50_motor running torque_2023-01-18 12:37:12.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:12.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
468,A_op_50_motor running torque_2023-01-18 12:37:12.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:12.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
469,A_op_50_motor running torque_2023-01-18 12:37:12.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:12.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
470,A_op_50_motor running torque_2023-01-18 12:37:12.028,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:12.028, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
471,A_op_50_motor running torque_2023-01-18 12:37:12.028,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:12.028, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
472,A_op_50_motor running torque_2023-01-18 12:37:15.026,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:15.026, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
473,A_op_50_motor running torque_2023-01-18 12:37:15.026,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:15.026, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
474,A_op_50_motor running torque_2023-01-18 12:37:15.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:15.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
475,A_op_50_motor running torque_2023-01-18 12:37:15.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:15.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
476,A_op_50_motor running torque_2023-01-18 12:37:15.027,op_50,motor running torque,servo motors,Low limit,One minute,10,0,20,2023-01-18 12:37:15.027, , ,Active,19 Hr 12 Min 3,2023-01-18, , 
478,A_op_50_fan running status on off_2023-01-18 12:44:10.413,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:10.413, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
479,A_op_50_fan running status on off_2023-01-18 12:44:10.413,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:10.413, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
480,A_op_50_fan running status on off_2023-01-18 12:44:10.414,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:10.414, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
481,A_op_50_fan running status on off_2023-01-18 12:44:10.414,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:10.414, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
482,A_op_50_fan running status on off_2023-01-18 12:44:10.414,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:10.414, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
483,A_op_50_fan running status on off_2023-01-18 12:44:13.417,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:13.417, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
484,A_op_50_fan running status on off_2023-01-18 12:44:13.417,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:13.417, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
485,A_op_50_fan running status on off_2023-01-18 12:44:13.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:13.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
486,A_op_50_fan running status on off_2023-01-18 12:44:13.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:13.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
487,A_op_50_fan running status on off_2023-01-18 12:44:13.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:13.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
488,A_op_50_fan running status on off_2023-01-18 12:44:16.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:16.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
489,A_op_50_fan running status on off_2023-01-18 12:44:16.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:16.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
490,A_op_50_fan running status on off_2023-01-18 12:44:16.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:16.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
491,A_op_50_fan running status on off_2023-01-18 12:44:16.418,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,1,20,2023-01-18 12:44:16.418, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
492,A_op_50_fan running status on off_2023-01-18 12:44:16.419,op_50,fan running status on off,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 12:44:16.419, , ,Active,19 Hr 13 Min 45,2023-01-18, , 
